model,case_id,setting,validator_pass,expert_1_status,expert_1_D1_requirement_fidelity,expert_1_D2_architectural_grounding,expert_1_D3_formalization_adequacy,expert_1_D4_unsupported_content_control,expert_1_D5_reviewability,expert_1_score,expert_1_brief_reason,expert_1_error,expert_2_status,expert_2_D1_requirement_fidelity,expert_2_D2_architectural_grounding,expert_2_D3_formalization_adequacy,expert_2_D4_unsupported_content_control,expert_2_D5_reviewability,expert_2_score,expert_2_brief_reason,expert_2_error,avg_D1_requirement_fidelity,avg_D2_architectural_grounding,avg_D3_formalization_adequacy,avg_D4_unsupported_content_control,avg_D5_reviewability,combined_score,review_usable,strict_review_usable,end_to_end_usable,expert_disagreement
Gemma-3-27B,Case232,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not formalized, not grounded in the architecture, and not reviewable, though it also adds no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that the door component operates under a Boolean input condition on de_arrest, with the environment providing de_arrest as true, and is well-grounded in the AADL architecture with clear, reviewable formalization.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case233,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, grounded, or reviewable, although no unsupported content was introduced.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for dps as required, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case234,system_2,false,ok,4,5,4,5,5,4.4500,"The artifact is well grounded and cleanly reviewable, and its assumption `engine_running` captures the environment-provided-true part, but it leaves the ""operate under a Boolean input condition"" aspect mostly implicit in the existing AADL port type rather than formalizing it explicitly.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly assuming engine_running is true, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is clearly structured and reviewable.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,false,false
Gemma-3-27B,Case235,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE annex is attached to the correct `door_handler` component, uses the existing `dps` and `ecam_info` ports, and completely captures the required Boolean mapping `ecam_info = (dps > 0)` without adding extra behavior.",,ok,5,5,5,5,5,5.0000,"The AGREE guarantees correctly and completely formalize the requirement that ecam_info is true iff dps > 0, using only existing ports and types from the AADL context without any unsupported additions.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case236,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is neither formalized nor grounded in the architecture, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement that the door_handler component propagates the Boolean control state from engine_running to ecam_info, with no unsupported content or grounding issues.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case237,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture, ground, or formalize the requirement at all, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case238,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the bounded-input requirement, provides no architecture-grounded formalization, but also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for D1_dps as specified in the requirement, is well-grounded in the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is clearly structured and easy to review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case239,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact faithfully encodes the requirement as an AGREE environment assumption on the existing `doors_process.D2_dps` input with the exact inclusive bounds 0 to 100, using a clear and reviewable placement.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully captures the requirement's bounded input condition for D2_dps, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case240,system_2,false,ok,1,1,1,5,1,1.4000,"The artifact is empty, so it does not encode the required true-condition assumption on D1_engine_running or provide any architecturally grounded, reviewable formalization.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that the doors_process operates under the Boolean input condition D1_engine_running, and this is correctly grounded in the AADL context with no unsupported or fabricated content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case241,system_2,true,ok,2,5,2,5,5,3.3500,"The artifact uses the correct process ports in the right scope, but its guarantee only states `D1_ecam_info => (D1_dps > 0)` and therefore misses the required full Boolean derivation `D1_ecam_info = (D1_dps > 0)` including the otherwise-false case.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the core logic of deriving D1_ecam_info from D1_dps, with only a minor wording issue in the formalization that omits the explicit 'if and only if' relationship, but maintains the intended behavior and is fully grounded in the architecture.",,3.0000,5.0000,3.5000,5.0000,5.0000,4.0000,true,true,true,true
Gemma-3-27B,Case242,system_2,false,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee directly and exactly states that the doors_process output D1_ecam_info equals the input D1_engine_running, using valid process-level ports from the given architecture with no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that D1_ecam_info shall be true exactly when D1_engine_running is true, with proper architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case243,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE content was provided, so the requirement is not formalized, cannot be checked against the architecture, and is not reviewable.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case244,system_2,false,ok,1,1,1,5,1,1.4000,"The artifact is empty, so it does not capture the required guarantee that `de_arrest` is true, is not grounded to any architectural scope, and provides no formal content to review.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that the door component operates under a Boolean input condition on de_arrest, with the environment providing de_arrest as true, and is well-grounded in the AADL architecture with clear formalization and no unsupported content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case245,system_2,false,ok,1,1,1,5,1,1.4000,"No AADL+AGREE artifact was provided, so the requirement is not captured, grounded, or formalized, though no unsupported content was introduced.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for dps as required, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case246,system_2,false,ok,1,1,1,5,1,1.4000,"The artifact is empty, so it does not capture the required assumption on `door_handler.engine_running`, is not grounded in the architecture, and is not reviewable, though it also adds no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's Boolean condition on engine_running, correctly references the AADL context, uses appropriate formal constructs, contains no unsupported content, and is clearly structured for review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case247,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE annex is attached to the correct `door_handler` component and precisely formalizes `ecam_info` as true iff `dps > 0`, with no invented behavior or architectural mismatch.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly mapping the Boolean output ecam_info to the condition dps > 0, and is well-grounded, formally sound, and easily reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case248,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, cannot be checked against the architecture, and is not reviewable, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement that the door_handler component propagates the Boolean control state from engine_running to ecam_info, with no unsupported content or grounding issues.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case249,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `in_flight => ecam_info` is directly scoped to `door_handler`, uses existing ports, captures the required behavior exactly, and leaves `ecam_info` unconstrained when `in_flight` is false.",,ok,5,5,5,5,5,5.0000,"The AGREE guarantee 'in_flight => ecam_info' correctly captures the requirement that ecam_info must be asserted when in_flight is true, with no additional constraints when in_flight is false, and is fully grounded in the AADL thread's ports and structure.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case250,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the bounded D1_dps assumption, provides no architecturally grounded formalization, but also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for D1_dps as specified in the requirement, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case251,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `doors_process.D2_dps` input that exactly matches the required environment bound `0 <= D2_dps <= 100` with no extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement's bounded input condition for D2_dps, correctly grounds all formalization in the AADL context, uses appropriate formal constructs, contains no unsupported content, and is clearly structured and easy to review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case252,system_2,false,ok,1,1,1,5,1,1.4000,"The artifact is empty, so it does not encode the required assumption that D1_engine_running is a Boolean input provided as true, nor does it ground any contract in doors_process.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that doors_process operates under the Boolean input D1_engine_running, with the environment providing it as true, and is well-grounded in the AADL architecture with clear formalization and no unsupported content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case253,system_2,true,ok,4,5,4,5,4,4.3500,"The artifact is well grounded and captures the intended Boolean threshold behavior for D1_ecam_info from D1_dps, but it states the relation indirectly via two implication guarantees rather than a single direct equivalence or assignment-style condition.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that D1_ecam_info is true when D1_dps > 0 and false otherwise, with correct architectural grounding, complete formalization, no unsupported content, and clear structure.",,4.5000,5.0000,4.5000,5.0000,4.5000,4.6750,true,true,true,false
Gemma-3-27B,Case254,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, grounded, formalized, or reviewable, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement that D1_ecam_info shall propagate the Boolean state of D1_engine_running, with no unsupported content, clear grounding in the AADL architecture, and fully reviewable structure.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case255,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `D1_in_flight => D1_ecam_info` is correctly scoped to `doors_process`, uses existing ports, matches the requirement exactly, and adds no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that D1_ecam_info must be asserted whenever D1_in_flight is true, with no unsupported content or architectural mismatches.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case256,system_2,false,ok,1,1,1,5,1,1.4000,"No generated artifact was provided, so the requirement is not captured or grounded at all, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that the door component operates under the Boolean input condition on de_arrest, with the environment providing de_arrest as true, and is well-grounded in the AADL architecture with clear formalization and no unsupported content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case257,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it neither formalizes the required 0-to-100 bound on `dps` for `door_handler` nor grounds that condition in the provided architecture.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for dps as required, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case258,system_2,true,ok,4,5,4,5,5,4.4500,"The artifact cleanly adds a grounded AGREE assumption that `engine_running` is true in `door_handler`, matching the environmental part of the requirement, though it leaves the 'operate under' aspect implicit rather than explicitly modeled.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean input condition on engine_running and ensuring it is assumed true, which is well-grounded in the AADL architecture and clearly expressed in the AGREE annex.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Gemma-3-27B,Case259,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantees are scoped to the correct door_handler ports and exactly encode that ecam_info is true iff dps is greater than 0, with no invented behavior.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly mapping the Boolean output ecam_info to the condition dps > 0, and is well-grounded, formally adequate, and highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case260,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee directly and exactly formalizes the required propagation from the existing `engine_running` input to the existing `ecam_info` output on `door_handler`, with no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean propagation from engine_running to ecam_info for both doors, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case261,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `in_flight => ecam_info` is correctly placed on `door_handler`, uses only existing ports, matches the requirement exactly, and adds no extra constraint when `in_flight` is false.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that ecam_info must be asserted whenever in_flight is true, with no unsupported content, clear architectural grounding, and excellent reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case262,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture or formalize the D1_dps bound in the doors_process architecture, although it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the bounded input condition for D1_dps, correctly references the architectural elements, uses appropriate formalization, contains no unsupported content, and is clearly structured and easy to review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case263,system_2,true,ok,5,5,5,5,5,5.0000,"The artifact adds exactly the needed AGREE environment assumptions on the existing `doors_process.D2_dps` input, with correct scope, no invented behavior, and clear reviewable structure.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding D2_dps between 0 and 100, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case264,system_2,false,ok,1,1,1,5,1,1.4000,"No AADL+AGREE artifact was provided, so the requirement is not captured, nothing is grounded or formalized, but there is also no invented extra content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's intent, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case265,system_2,true,ok,3,5,3,5,5,3.9000,"The artifact uses the correct `doors_process` ports and a clear AGREE guarantee, but it only captures `D1_dps > 0 => D1_ecam_info` and omits the required converse case that `D1_ecam_info` must be false when `D1_dps <= 0`.",,ok,4,5,5,5,5,4.6500,"The artifact correctly implements the core logic of deriving D1_ecam_info from D1_dps, but the AGREE guarantee only specifies the implication for D1_dps > 0 => D1_ecam_info without explicitly stating the 'otherwise false' condition, which is a minor omission in requirement fidelity.",,3.5000,5.0000,4.0000,5.0000,5.0000,4.2750,true,true,true,false
Gemma-3-27B,Case266,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee is placed on the correct `doors_process` component, uses valid ports from the AADL context, and exactly formalizes that `D1_ecam_info` is true iff `D1_engine_running` is true without introducing extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean relationship between D1_engine_running and D1_ecam_info, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case267,system_2,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee is correctly placed on `doors_process`, uses existing ports, and precisely captures the one-way requirement `D1_in_flight => D1_ecam_info` without adding constraints when `D1_in_flight` is false.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that D1_ecam_info must be asserted whenever D1_in_flight is true, with no unsupported content or architectural mismatches.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case268,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact is provided, so the requirement is not captured, cannot be grounded or formalized, but it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement that the door component operates under the Boolean input condition on de_arrest, with the environment providing de_arrest as true, and is well-grounded in the AADL architecture with clear formalization and no unsupported content.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case269,system_2,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct MethaneMonitoring thread, directly constrains the MethaneLevel output to 0..100 inclusive on each step, and adds no substantive behavior beyond the stated requirement.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement's bounds on MethaneLevel, correctly references the architectural element, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case270,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, grounded, or reviewable, though there is no unsupported added content.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor omissions in specifying the bounding behavior at every evaluation step, but is well-grounded, formally adequate, and highly reviewable.",,2.5000,3.0000,2.5000,5.0000,3.0000,2.9250,false,false,false,true
Gemma-3-27B,Case271,system_2,true,ok,5,5,5,5,5,5.0000,The artifact places a direct invariant on WaterLevelMonitoring.WaterAlarm that exactly captures the required inclusive 0..100 bound at each AGREE evaluation step without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully captures the requirement's bounds on WaterAlarm, correctly references the WaterLevelMonitoring thread's output port, uses appropriate formal logic, and is clear and reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case272,system_2,false,ok,5,5,2,5,5,4.4000,"The artifact places the bound on the correct MethaneMonitoring output with no extra behavior, but the AGREE guarantee uses a chained inequality (`0 <= MethaneLevel <= 100`) that is likely not valid AGREE syntax and therefore weakens its practical formal adequacy.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully captures the requirement by correctly bounding the MethaneLevel output within the specified range [0, 100] and is well-grounded in the AADL context with clear, reviewable formalization.",,5.0000,5.0000,3.5000,5.0000,5.0000,4.7000,true,true,false,false
Gemma-3-27B,Case273,system_2,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the PumpCtrl WaterAlarm bound, does not ground anything in the AADL model, and provides no formal content to review.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the bounding requirement for WaterAlarm within the PumpCtrl component and is well-grounded in the AADL context, though it could more explicitly link the bound to the evaluation step as specified.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Gemma-3-27B,Case274,system_2,true,ok,5,5,5,5,5,5.0000,"The guarantee is attached to the correct WaterLevelMonitoring thread, constrains the correct WaterAlarm output to 0..100 inclusive, and is a clear invariant-style formalization of the stated per-step bound.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement's bounds on the WaterAlarm output, correctly references the AADL architecture, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case275,system_2,false,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct MethaneMonitoring component, directly constrains the MethaneLevel output to 0..100 as required, and adds no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement's bounds on MethaneLevel, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case276,system_2,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, not grounded in the architecture, and not reviewable, although it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's bounds on WaterAlarm, correctly references the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is clearly structured for review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case277,system_2,false,ok,1,1,1,5,1,1.4000,"No AADL+AGREE artifact was provided, so the requirement is not captured, no architectural grounding or formalization can be assessed, but there is also no unsupported added content.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor wording issues but is well-grounded, formally adequate, and highly reviewable.",,2.5000,3.0000,2.5000,5.0000,3.0000,2.9250,false,false,false,true
Gemma-3-27B,Case278,system_2,true,ok,5,5,5,5,5,5.0000,The artifact places a clear AGREE guarantee on the correct MethaneMonitoring output port and exactly formalizes the required 0..100 bound as an every-step component guarantee without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding the MethaneLevel output within the specified range [0, 100] and is well-grounded, formally adequate, free of unsupported content, and highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case279,system_2,false,ok,1,1,1,5,1,1.4000,"No generated artifact was provided, so the requirement is not captured, nothing is grounded in the AADL model, and there is no formal content to review.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's bounds on WaterAlarm, correctly references the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is clearly structured for review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Gemma-3-27B,Case280,system_2,true,ok,5,5,5,5,5,5.0000,The artifact places a clear AGREE guarantee on the correct WaterLevelMonitoring output port and exactly formalizes the required 0 to 100 bound at each evaluation step without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly bounding the WaterAlarm output within the specified range, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case281,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Compas_Input` port that exactly captures the required environment bound `0.0 <= Compas_Input <= 100.0` with no invented behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement's bounded input condition for Compas_Input, correctly grounds all elements in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case282,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly captures the required environmental bound `0.0 <= P_Input <= 100.0` without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case283,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing Compas_Input port that exactly matches the required inclusive range without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the bounded input condition for Compas_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case284,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly encodes the required environmental bound `0.0 <= P_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Gemma-3-27B,Case285,system_2,true,ok,5,5,5,5,5,5.0000,The artifact adds a clear AGREE assumption on the existing `Compas_Input` port of `Nav_Stab_Control_Proc` that exactly captures the required environment bound `0.0 <= Compas_Input <= 100.0` without introducing unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The artifact correctly assumes the required bounded input condition on Compas_Input using the exact port and range from the AADL architecture, with no additions, omissions, or grounding issues.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case286,system_2,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing `Nav_Stab_Control_Proc.P_Input` port that exactly captures the required environmental bounds `0.0 <= P_Input <= 100.0` without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input within the Nav_Stab_Control_Proc component, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Gemma-3-27B,Case287,system_2,false,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a process-level AGREE assumption on the existing Compas_Input port that exactly captures the required environment bounds 0.0 <= Compas_Input <= 100.0 without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement's bounded input condition for Compas_Input, correctly grounds all elements in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
